order_id,customer_name,email,phone,city,product,category,quantity,unit_price,payment_method,order_date,status
ORD00083,  Tom Singh  ,tom.singh@gmail.com,82553 71478,Hyderabad,Cotton T-Shirt,Toys,8,417.73,PayPal,03-27-2024,delivered
ORD00084,Linda Wilson,linda.wilson@yahoo.com,+91-7828274225,Hyderabad,Running Shoes,Electronics,4,free,,18-May-2025,
ORD00085,Neha Smith,neha.smith-test,9788191,  ,Cotton T-Shirt,Electronics,7,$335.55,Credit Card,2025-04-05,
ORD00086,Sara Jones,sara.jones@gmial.com,33095 84982,new york,Smart Watch,Home and Kitchen,2,4270.32,,09/05/2024,Shipped
ORD00087,Ravi Verma,ravi.verma@outlook.com,1168457759,  ,Backpack,electronics,6,1822.93,Debit Card,05-21-2025,cancelled
ORD00088,Fatima Singh,fatimasingh@gmail.com,70127 70632,MUMBAI,Kitchen Knife Set,Home and Kitchen,3,"1,558.54",Debit Card,"March 15, 2025",delivered
ORD00089,Amit Mehta,amit.mehta@gmail.com,62713 61115,,Cotton T-Shirt,Home and Kitchen,3,$421.60,PayPal,09/01/2024,
ORD00090,Emma Mehta,emmamehta@yahoo.com,196-565-2341,Pune,Novel - Fiction,Beauty,1,397.57,PayPal,05-Jun-2025,Cancelled
ORD00091,Priya Jones,,5269658271,Hyderabad,Building Blocks Set,electronics,N/A,978.30,Cash on Delivery,"June 02, 2025",Pending
ORD00092,Ananya Kapoor,ananya.kapoor@gmail.com,285-691-4630,mumbai,Desk Lamp,Toys,3,$677.37,CC,2025/05/23 00:00:00,Cancelled
ORD00093,Neha Taylor,neha.taylor@gmail.com,+91-8149177850,  ,Coffee Maker,Beauty,10,3528.77,Net Banking,2024-01-03,Shipped
ORD00094,Priya Clark,priya.clark-test,6353654195,Pune,Running Shoes,,1,2952.90,UPI,2024/11/14 00:00:00,
ORD00095,Amit Taylor,amit.taylor@outlook.com,3832060385,Bangalore,Coffee Maker,Electronics,5,free,Credit Card,2024-05-25,Delivered
ORD00096,Linda Joshi,linda.joshi@gmail.com,61990 62344,,Building Blocks Set,Toys,5,$1071.24,PayPal,21/04/2024,
ORD00097,Tom Verma,tom.verma@outlook.com,n/a,  ,Kitchen Knife Set,Beauty,2,"2,059.40",Credit Card,02/11/2024,Delivered
ORD00098,Rahul Nair,rahul.nair@yahoo.com,N/A,MUMBAI,Bluetooth Headphones,Home & Kitchen,2,"1,548.36",credit card,23/01/2024,
ORD00099,Ravi Smith,ravi.smith@gmail.com,67066 25324,Chennai,Yoga Mat,Clothing,N/A,951.96,Credit Card,30/03/2024,Pending
ORD00100,Mike Joshi,mike.joshi@outlook.com,598-564-2059,Mumbai,Face Cream,Home and Kitchen,10,$778.70,,"September 03, 2024",Delivered
ORD00101,Linda Singh,linda.singh@yahoo.com,5905992, Delhi,Yoga Mat,Clothing,4,N/A,CC,12-14-2024,Delivered
ORD00102,Amit Gupta,amit.gupta@outlook.com,69154 52267,MUMBAI,Kitchen Knife Set,SPORTS,4,$2024.74,UPI,2024-05-10,Pending
ORD00103,Vikram Patel,vikram.patel-test,51355 21570,Delhi ,Kitchen Knife Set,Home & Kitchen,1,1555.77,Cash on Delivery,05-19-2025,Pending
ORD00104,Sara Clark,sara.clark@gmail.com,,Bangalore,Kitchen Knife Set,Home and Kitchen,7,1641.42,credit card,2024/12/12 00:00:00,
ORD00105,Amit Davis,None,+91-3688444310,Hyderabad,Sunglasses,SPORTS,7,free,Debit Card,2024-06-23,
ORD00106,Sara Wilson,sara.wilson-test,65270 47743,Hyderabad,Sunglasses,Electronics,6,1122.15,Net Banking,2024/03/03 00:00:00,Pending
ORD00107,Fatima Clark,fatima.clark@gmail.com,9921722332,Bengaluru,Coffee Maker,electronics,3,"3,739.89",credit card,30-Mar-2024,cancelled
ORD00108,Karan Joshi,karan.joshi@gmial.com,+91-9991191485, Delhi,Kitchen Knife Set,Toys,3,$1728.40,,02-15-2025,Shipped
ORD00109,Priya Clark,priya.clark@outlook.com,132-475-4691,Chennai,Wireless Mouse,Home & Kitchen,9,686.98,CC,2024/03/08 00:00:00,Pending
ORD00110,  Ravi Joshi  ,ravi.joshi@gmail.com,53457 86103,Chennai,Cotton T-Shirt,Beauty,9,$375.02,UPI,02-Apr-2024,Delivered
ORD00111,Neha Singh,neha.singh@outlook.com,07229 03494,Bengaluru,Cotton T-Shirt,Toys,5,free,Net Banking,2025/01/18 00:00:00,Cancelled
ORD00112,Zoya Khan,zoya.khan@outlook.com,4328309652,New York,Coffee Maker,Sports,7,3611.39,Debit Card,17/12/2024,
ORD00113,Emma Joshi,emma.joshi@gmail.com,82513 53465, Delhi,Backpack,Beauty,10,1650.37,Net Banking,02-May-2024,Cancelled
ORD00114,Ananya Patel,ananya.patel@gmial.com,217-525-0074,London,Cotton T-Shirt,Clothing,2,339.85,COD, ,Shipped
ORD00115,Emma Sharma,emma.sharma@yahoo.com,42168 94210, Delhi,Face Cream,Sports,3,-608.17,Cash on Delivery,"January 20, 2024",DELIVERED
ORD00116,Mike Sharma,mike.sharma@gmial.com,+91-8909010016,Bengaluru,Yoga Mat,electronics,1,827.48,UPI,29/09/2025,Pending
ORD00117,Sara Joshi,sara.joshi-test,+91-8356420873,Bangalore,Bluetooth Headphones,Home & Kitchen,NULL,free,credit card,"June 07, 2025",delivered
ORD00118,Karan Jones,karan.jones@yahoo.com,55611 00225,,Coffee Maker,Sports,6,$3714.63,Cash on Delivery,12-Apr-2025,
ORD00119,Ananya Brown,ananya.brown@gmail.com,+91-9729659027,mumbai,Wireless Mouse,Toys,1,648.01,PayPal,"August 17, 2024",cancelled
ORD00120,Chris Joshi,chris.joshi@outlook.com,2890028772,London,Novel - Fiction,Sports,9,-310.29,COD,30-Mar-2025,delivered
ORD00121,Kavya Nair,kavyanair@gmial.com,1994883755,  ,Smart Watch,Home & Kitchen,10,"4,945.28",credit card,09/04/2024,Delivered
ORD00122,David Taylor,davidtaylor@gmail.com,+91-2614933163,  ,Coffee Maker,Home & Kitchen,10,2801.80,Net Banking,2024-05-17,Delivered
ORD00123,Fatima Davis,fatima.davis-test,16995 86693,Bengaluru,Face Cream,Books,7,675.62,upi,20/07/2025,Shipped
ORD00124,Olivia Wilson,olivia.wilson@yahoo.com,+91-5158799684,London,Running Shoes,Electronics,-2,2052.24,CC,20/10/2024,Delivered
ORD00125,  Zoya Mehta  ,zoya.mehta-test,8638406,Mumbai,Cricket Bat,Electronics,8,"2,489.25",Net Banking,"September 09, 2025",Shipped
ORD00126,Zoya Nair,zoya.nair@gmail.com,8422940572,MUMBAI,Running Shoes,Books,5,free,upi,22/06/2025,delivered
ORD00127,Chris Brown,chris.brown@outlook.com,9878015,Delhi ,Bluetooth Headphones,Electronics,2,free,Net Banking,2025/01/18 00:00:00,
ORD00128,Kavya Patel,kavya.patel@yahoo.com,8013361386,new york,Yoga Mat,,2,$745.54,Net Banking,13/03/2024,Cancelled
ORD00031,Tom Reddy,tomreddy@yahoo.com,946-474-3671,Bengaluru,Building Blocks Set,Beauty,1,1428.22,,"February 20, 2024",
ORD00130,Fatima Sharma,NULL,8144914766,Chennai,Kitchen Knife Set,Clothing,9,$1743.27,,2025-01-17,DELIVERED
ORD00131,SARA PATEL,sara.patel@gmail.com,536-822-2394,mumbai,Desk Lamp,Clothing,9,786.62,UPI,2024/04/10 00:00:00,
ORD00132,David Taylor,N/A,+91-7594929955,MUMBAI,Bluetooth Headphones,Electronics,7,"1,365.10",upi,05-06-2025,Cancelled
ORD00133,Kavya Lewis,kavya.lewis@yahoo.com,1108099693,Pune,Bluetooth Headphones,Home and Kitchen,3,$1418.54,PayPal,2024/10/24 00:00:00,delivered
ORD00134,Rahul Taylor,rahul.taylor@yahoo.com,229-927-5037,mumbai,Cricket Bat,Home and Kitchen,-2,"2,214.73",COD,"February 17, 2024",cancelled
ORD00135,Sara Joshi,sara.joshi@yahoo.com,+91-9184638655,London,Smart Watch,Sports,-2,$4878.82,,14/10/2024,DELIVERED
ORD00136,Emma Walker,emma.walker@gmail.com,392-603-0299,MUMBAI,Cotton T-Shirt,,3,$360.42,Cash on Delivery,"September 05, 2025",Delivered
ORD00137,Zoya Smith,zoya.smith@gmial.com,298-425-7991,Bengaluru,Building Blocks Set,Toys,-5,1371.46,PayPal,2024/04/08 00:00:00,Delivered
ORD00138,Fatima Joshi,fatima.joshi@gmail.com,68650 86376,Hyderabad,Backpack,Beauty,4,1861.29,Net Banking,2025-02-22,Delivered
ORD00139,  Vikram Joshi  ,vikram.joshi@gmial.com,944-869-5946,Bengaluru,Backpack,SPORTS,9,"1,588.61",Cash on Delivery,"May 21, 2024",delivered
ORD00140,Linda Nair,linda.nair@outlook.com,0260127961, Delhi,Bluetooth Headphones,Home & Kitchen,7,1567.33,Credit Card,28-Jun-2024,Delivered
ORD00141,  Mike Joshi  ,mike.joshi-test,N/A,New York,Desk Lamp,Electronics,7,-752.06,Credit Card,2024/03/11 00:00:00,Cancelled
ORD00142,Fatima Singh,fatima.singh@gmial.com,4268181845,London,Coffee Maker,SPORTS,10,2969.29,Debit Card,13-Dec-2024,
ORD00143,Vikram Sharma,vikram.sharma@yahoo.com,5880434165,Pune,Novel - Fiction,Clothing,5,$304.72,Debit Card,08-28-2024,Shipped
ORD00144,Linda Mehta,linda.mehta@gmail.com,90807 59579,Chennai,Yoga Mat,Clothing,4,$988.96,Cash on Delivery,2025-05-04,cancelled
ORD00145,Rahul Brown,rahul.brown@gmail.com,+91-1559428434,Hyderabad,Face Cream,Books,6,-613.97,CC,2025-08-12,Cancelled
ORD00146,Linda Lewis,linda.lewis@gmial.com,7288574489,Bengaluru,Running Shoes,electronics,8,2837.84,upi,2024/09/23 00:00:00,Cancelled
ORD00147,Emma Sharma,emma.sharma-test,+91-4558771694,New York,Backpack,Clothing,7,1682.96,credit card,06-14-2024,cancelled
ORD00148,Zoya Reddy,zoya.reddy@outlook.com,762-202-3413,Bengaluru,Sunglasses,electronics,1,809.74,credit card,2024-09-25,Pending
ORD00149,Zoya Jones,zoyajones@yahoo.com,5778487,Hyderabad,Backpack,Sports,9,free,Net Banking,20-Aug-2024,Cancelled
ORD00150,Emma Davis,emma.davis@yahoo.com,0774064,Bangalore,Wireless Mouse,Home & Kitchen,3,-650.50,credit card,2025/03/08 00:00:00,Cancelled
ORD00151,Zoya Lewis,zoya.lewis@gmail.com,497-350-2080,mumbai,Cricket Bat,Home and Kitchen,4,1838.54,upi,06-Mar-2025,cancelled
ORD00152,Tom Patel,tom.patel@gmail.com,+91-4601367303,new york,Running Shoes,electronics,5,$2935.04,Credit Card,07-16-2025,
ORD00153,Zoya Mehta,zoya.mehta@gmial.com,491-630-0979,Bangalore,Backpack,electronics,6,1874.57,,2024-06-06,DELIVERED
ORD00154,Kavya Jones,kavya.jones@gmial.com,NaN,Bangalore,Backpack,Clothing,-4,free,CC,"July 10, 2025",
ORD00155,Karan Walker,karan.walker@outlook.com,8620959,  ,Bluetooth Headphones,Toys,3,"1,566.78",upi,"April 23, 2024",delivered
ORD00156,  Priya Gupta  ,priya.gupta-test,7899405391,,Bluetooth Headphones,Home & Kitchen,8,1679.49,Cash on Delivery,2025-01-12,Cancelled
ORD00157,Chris Patel,chris.patel@gmail.com,6338392886,London,Bluetooth Headphones,,7,$1728.54,Net Banking,"February 15, 2025",DELIVERED
ORD00158,Fatima Walker,fatima.walker@outlook.com,+91-5939836845,Chennai,Yoga Mat,Toys,,null,UPI,07/01/2024,Shipped
ORD00159,David Sharma,david.sharma-test,107-522-4593, Delhi,Cricket Bat,Home and Kitchen,2,2395.66,PayPal,04-07-2024,Delivered
ORD00160,Vikram Kapoor,vikram.kapoor@gmial.com,3906048,MUMBAI,Kitchen Knife Set,Books,7,free,Cash on Delivery,23/10/2024,DELIVERED
ORD00161,David Smith,david.smith-test,2783769,Delhi ,Face Cream,Home & Kitchen,10,542.46,upi,2024-12-18,Cancelled
ORD00162,Neha Taylor,neha.taylor@yahoo.com,11039 24051,Chennai,Building Blocks Set,Sports,N/A,$1314.11,Net Banking,2024/09/21 00:00:00,DELIVERED
ORD00163,Amit Kapoor,N/A,9407016451, Delhi,Wireless Mouse,,2,695.77,CC,22-Jul-2024,Delivered
ORD00164,Priya Jones,priya.jones@outlook.com,438-404-6084,MUMBAI,Building Blocks Set,Books,7,1208.94,Cash on Delivery,03-Sep-2024,Cancelled
ORD00165,Olivia Verma,olivia.verma@yahoo.com,8262925188,MUMBAI,Backpack,Books,two,1483.03,,07/10/2024,delivered
ORD00166,RAVI BROWN,ravi.brown-test,+91-0517289752,Chennai,Desk Lamp,Sports,1,934.97,Debit Card,28-Jul-2024,
ORD00167,David Nair,david.nair@gmial.com,998-808-1770,Pune,Kitchen Knife Set,SPORTS,9,2100.42,COD,02-11-2025,
ORD00168,Neha Davis,nehadavis@gmial.com,+91-2982665702,Hyderabad,Smart Watch,Home & Kitchen,3,5435.66,COD,"January 06, 2025",Pending
ORD00169,Chris Walker,chris.walker@outlook.com,222-206-4474,mumbai,Novel - Fiction,Clothing,-3,280.90,Credit Card,14/09/2025,Shipped
ORD00170,Vikram Clark,vikram.clark-test,3022050, Delhi,Desk Lamp,Books,-4,$956.80,PayPal,2025/09/01 00:00:00,DELIVERED
ORD00171,  Tom Singh  ,tom.singh@gmial.com,8147214,Delhi ,Kitchen Knife Set,Home & Kitchen,9,2269.07,UPI,03-13-2025,Cancelled
ORD00172,Chris Singh,chris.singh@gmial.com,9343010,Bengaluru,Running Shoes,Toys,4,$2010.49,UPI,2024/03/10 00:00:00,cancelled
ORD00173,Amit Khan,amit.khan@yahoo.com,+91-7702727857,,Smart Watch,Electronics,6,5109.33,,12-05-2024,delivered
ORD00174,Ravi Reddy,ravi.reddy-test,+91-1450461735,  ,Novel - Fiction,Home and Kitchen,1,387.78,Credit Card,09/05/2025,Shipped
ORD00175,David Clark,david.clark@gmail.com,2307681,  ,Kitchen Knife Set,electronics,5,"1,536.28",Debit Card,11-24-2024,Cancelled
ORD00176,Fatima Verma,fatima.verma@gmail.com,138-585-4249,MUMBAI,Coffee Maker,electronics,1,-2810.85,Cash on Delivery,25-Feb-2024,DELIVERED
ORD00177,Olivia Singh,olivia.singh@yahoo.com,+91-8179217174,Chennai,Building Blocks Set,Home & Kitchen,5,1397.01,upi,2024-11-28,delivered
ORD00178,Kavya Khan,kavya.khan-test,158-148-7696,Hyderabad,Running Shoes,Home & Kitchen,6,2207.35,PayPal,16/12/2024,DELIVERED
ORD00179,John Singh,john.singh@gmial.com,191-965-7013,,Desk Lamp,Beauty,two,$686.09,UPI,03-Feb-2025,Shipped
ORD00180,Mike Verma,mike.verma@gmial.com,1909862,Mumbai,Backpack,Electronics,5,$1832.89,PayPal,"February 07, 2025",Pending
ORD00181,Rahul Kapoor,rahul.kapoor@gmial.com,+91-6242201027,MUMBAI,Running Shoes,electronics,10,2929.14,Net Banking,05/04/2025,DELIVERED
ORD00182,ANANYA WALKER,ananya.walker-test,9500975197,MUMBAI,Building Blocks Set,SPORTS,8,free,COD,2024/03/20 00:00:00,Cancelled
ORD00183,Olivia Patel,olivia.patel@gmial.com,+91-5442094940,Hyderabad,Wireless Mouse,Clothing,10,485.74,UPI,09-15-2024,Cancelled
ORD00184,Karan Sharma,karan.sharma@gmial.com,+91-3728051292,London,Sunglasses,Toys,3,883.46,UPI,28-Apr-2024,Pending
ORD00185,Kavya Wilson,kavya.wilson@gmial.com,60476 58018,  ,Sunglasses,Toys,5,905.93,PayPal,"February 04, 2025",Shipped
ORD00186,Vikram Mehta,,061-817-5344,Mumbai,Running Shoes,Electronics,4,2949.31,credit card,29/03/2024,Pending
